"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.NT.RT","PELP.NT.Z","PELP.NT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","NT.200ms.RT","NT.200ms.Z","NT.200ms.Acc","NT.1200ms.RT","NT.1200ms.Z","NT.1200ms.Acc","NT.200ms.RT.Priming","NT.200ms.Z.Priming","NT.200ms.Acc.Priming","NT.1200ms.RT.Priming","NT.1200ms.Z.Priming","NT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"slide","slip","slide.slip",5,17.82,2.96,9.21,4,0,6625,1656.25,"NN|VB",634.11,-0.44,1,"synonym","",0.2,0.066,19,0.33,555.157894736842,0.0191254795181079,1,460.695652173913,-0.552146238493926,1,-23.5040485829959,-0.0727558693350413,0.0384615384615384,69.3043478260869,0.555820088295345,0,4,25.88,3.12,10.1,11,1,3704,1234.67,"NN|VB",542.76,-0.78,1,10,"slip","slide",0.202549581762549,0.202574673096667,0,"0.119499412","0","0.325281","0.066","0.2","slip","slide",0.562457,"slide","slip",0.2,"6.6000000000000003E-2","0","2.9700000000000001E-2",19,20,"4.93","V","8","19","4.32","V","slide","slip",0.2,0.066,0,"4.93","4.32",20,19,0,0.325281,3576,10,8,5,3571,75,45,38
"slimy","goo","slimy.goo",5,3.12,2.2,7.11,1,1,4164,1041,"JJ",726.37,-0.05,0.96,"perceptual property","",0.117,0.085,16,0.05,714.8,0.663478400910083,1,542.24,0.0432417966445298,1,-54.1809523809524,-0.387962429597392,0.142857142857143,52.8753846153846,0.344148851052369,0,3,2.14,2.04,7.22,10,7,1287,643.5,"NN",938.9,0.5,0.66,4,"goo","slimy",0.44635669480851,0.494498491347382,0,"NULL","NULL","NULL","0.085","0.117","goo","slimy",0.745443,"slimy","goo",0.117,"8.5000000000000006E-2","2.3999999999999998E-3","4.3E-3",16,0,"4.6100000000000003","AJ","18","0","NULL","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745,16,7,5,3573,3,8,5
"sling","shot","sling.shot",5,2.29,2.07,6.66,8,5,13992,3498,"NN|VB",682.04,-0.09,0.96,"fpa","",0.412,0,12,0.31,501.755102040816,-0.351103547338812,0.979591836734694,492.041666666667,-0.492579434754161,0.958333333333333,2.47745609871856,-0.14968226078562,0.0261034646416706,0.244047619047592,0.145180123074714,-0.0178571428571428,4,227.43,4.06,10.65,11,1,3394,1131.33,"NN|VB",554.48,-0.84,0.97,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"shot","sling",0.719384,"sling","shot",0.412,"0","0","0",12,1,"NULL","N","13","112","4.57","V","sling","shot",0.412,0,0,"NULL","4.57",1,112,17.178589,0.256083,3501,5,8,5,3574,37,13,6
"slob","messy","slob.messy",4,3.57,2.26,5.94,7,6,2258,752.67,"NN|VB",645.46,-0.35,1,"synonym","",0.243,0.028,14,-0.01,521.111111111111,-0.221777383061063,1,508.129032258065,-0.257197766855339,1,78.0501792114695,0.272084019535315,0,28.7757296466974,0.254434673342122,0,5,6.86,2.55,7.8,2,0,8028,2007,"JJ",597.84,-0.54,1,19,"messy","slob",0.427614449733626,0.342514610431932,0.456538547086777,"NULL","NULL","NULL","0.028","0.243","messy","slob",0.677683,"slob","messy",0.243,"2.8000000000000001E-2","1.44E-2","1.66E-2",14,4,"4.42","N","17","3","3.3","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2466,29,18,7,3580,15,10,6
"slope","ski","slope.ski",5,2.94,2.18,7.9,2,1,4313,1078.25,"NN|VB",685.48,-0.14,1,"bpa","",0.329,0.027,14,0.34,479.444444444444,-0.31998036430926,1,487.782608695652,-0.15109918030074,1,14.6269841269841,0.17497703943522,0.178571428571429,60.1404682274247,-0.00635866300829668,0,3,8.1,2.62,9.42,1,1,637,318.5,"NN|VB",589.74,-0.66,0.94,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ski","slope",0.621234,"slope","ski",0.329,"2.7E-2","8.0000000000000004E-4","1.1599999999999999E-2",14,19,"NULL","N","13","5","5.77","N","slope","ski",0.329,0.027,8e-04,"NULL","5.77",19,5,17.273842,0.305477,3542,20,14,5,3581,8,20,9
"slurp","drink","slurp.drink",5,0.43,1.36,5.72,1,1,2633,658.25,"NN|VB",643,-0.32,0.96,"supraordinate","",0.245,0,18,0,557.111111111111,-0.161655130556361,1,514.975,-0.186649128549692,0.975,-7.46594982078852,0.257541582572489,0,21.8249999999999,0.0199726658399164,-0.025,5,247.39,4.1,9.9,3,0,10451,2612.75,"VB|NN",560.18,-0.73,1,101,NA,NA,0,0,0,NA,NA,NA,NA,NA,"drink","slurp",0.516221,"slurp","drink",0.245,"0","7.1599999999999997E-2","1E-3",18,1,"NULL","V","20","82","4.95","V","slurp","drink",0.245,0,0.0716,"NULL","4.95",1,82,12.513452,-0.003221,1263,204,23,23,3586,52,13,6
"sly","fox","sly.fox",3,2.67,2.14,7.02,8,6,1974,987,"JJ|RB",629.81,-0.42,1,"","",0.247,0.053,12,0.2,558.25,0.00353831439107436,1,532.58064516129,-0.131362976579284,1,-37.15,-0.226166629275669,0,-67.6877880184332,-0.3514870014425,0,3,21.61,3.04,9.54,6,3,686,343,"NN|VB",605.27,-0.84,0.97,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"fox","sly",0.566372,"sly","fox",0.247,"5.2999999999999999E-2","8.3000000000000001E-3","2.8E-3",12,5,"2.37","AJ","18","13","7","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1618,213,42,37,3588,2,6,5
"smart","dumb","smart.dumb",5,96.25,3.69,9.79,1,1,6174,1543.5,"JJ|NN|VB",652.33,-0.4,1,"antonym","",0.409,0.21,14,0.66,499.76,-0.586018429816521,1,492.481481481481,-0.11563246413047,1,42.5257142857143,0.507901578351182,0,4.51851851851853,-0.184456467619791,0,4,46.96,3.38,9.43,2,0,1419,473,"JJ|NN",610.38,-0.58,1,53,NA,NA,0,0,0,NA,NA,NA,NA,NA,"dumb","smart",0.360445,"smart","dumb",0.409,"0.21","7.6499999999999999E-2","0.06",14,21,"3","V","4","13","3.36","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1282,13,27,11,3590,3,9,5
"smear","smudge","smear.smudge",5,2.18,2.05,7.51,3,1,7047,1761.75,"NN|VB",685.21,0.02,1,"synonym","",0.2,0.434,21,0.17,524.52,0.0490774333890186,1,542.545454545455,0.137522480830046,1,-11.3381818181819,-0.197252875459,0,-14.8086124401914,0.0403157189864795,0.0526315789473685,6,1,1.72,5.81,1,1,2588,517.6,"NN",671.24,-0.22,0.88,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,"smudge","smear",0.695279,"smear","smudge",0.2,"0.434","0","4.3E-3",21,2,"3.51","V","11","1","4.1500000000000004","V","smear","smudge",0.2,0.434,0,"3.51","4.15",2,1,0,0.158212,3599,4,11,5,3592,2,10,5
"smell","taste","smell.taste",5,83.14,3.63,9.18,5,3,5618,1404.5,"NN|VB",673.77,-0.19,1,"category","",0.181,0.142,13,0.85,509.85,-0.350006459187436,1,457.538461538462,-0.400363971484568,1,12.9797872340425,0.0743575408115649,0,67.3745819397993,0.153319060295164,0,5,51.31,3.42,9.89,6,1,11289,2822.25,"NN|VB",594.41,-0.69,1,30,"smell","taste",0.303557287426329,0.303557287426329,0.746202507244636,"0.317064783","3.902926","0.836234","0.181","0.142","taste","smell",0.408855,"smell","taste",0.181,"0.14199999999999999","8.0000000000000004E-4","3.8E-3",13,34,"4.4000000000000004","V","15","59","4.53","V","smell","taste",0.181,0.142,8e-04,"4.4","4.53",34,59,3.902926,0.836234,3929,48,38,34,3593,40,21,21
"smoky","mountains","smoky.mountains",5,0.67,1.54,6.15,1,1,1812,453,"JJ",646.91,-0.19,0.92,"fpa","",0.193,NA,16,0.09,576.895833333333,0.125484611941925,1,559.842105263158,0.286161112600231,1,-38.8958333333334,-0.234338916978264,0,17.1293233082706,-0.256811233138585,0,9,18.65,2.98,9.12,1,0,19060,2382.5,"NN",616.65,-0.56,1,4,NA,NA,0,0,0,NA,NA,NA,NA,NA,"mountains","smoky",0.764766,"smoky","mountains",0.193,"NULL","NULL","NULL",16,5,"NULL","AJ","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2560,18,14,5,3596,16,15,6
"smother","suffocate","smother.suffocate",7,1.18,1.79,5.18,0,NA,11629,1938.17,"VB",722.58,0.1,1,"synonym","",0.239,0.165,18,0.28,582.5,0.479729729244531,1,564.184210526316,0.227996790210287,1,96.7142857142857,0.486528566862811,0,60.7182284980744,0.437231816925187,0.024390243902439,9,1.51,1.89,5.46,0,NA,13006,1625.75,"VB",784.57,-0.13,0.94,2,"smother","suffocate",0.338358615452799,0.270392544526988,0.64560509788836,"NULL","0","0.226222","0.239","0.165","suffocate","smother",0.511791,"smother","suffocate",0.239,"0.16500000000000001","0","2.4199999999999999E-2",18,7,"3.63","V","14","6","3.77","N","smother","suffocate",0.239,0.165,0,"3.63","3.77",7,6,0,0.226222,3836,13,15,7,3598,22,10,5
"snap","crackle","snap.crackle",4,17.39,2.95,9.03,5,1,2467,822.33,"NN|VB",637.04,-0.33,1,"fpa","",0.237,0.127,16,0.31,595.35,0.123779010094381,1,531.047619047619,0.0220069978642661,1,-45.1357142857144,-0.0671355801467236,0,52.1190476190476,0.731016423528873,0,7,0.69,1.56,5.47,0,NA,9865,1644.17,"VB|NN",650.06,-0.48,1,3,"crackle","snap",0.426507286318568,0.426507286318568,0.331042355440947,"0.463470846","9.664077","0.245645","0.127","0.237","crackle","snap",0.639974,"snap","crackle",0.237,"0.127","1.1999999999999999E-3","5.0700000000000002E-2",16,12,"4.1100000000000003","V","7","2","4.2300000000000004","V","snap","crackle",0.237,0.127,0.0012,"4.11","4.23",12,2,9.664077,0.245645,971,267,36,36,3603,71,36,36
"sneak","preview","sneak.preview",5,16.88,2.94,7.88,2,1,4588,1147,"VB|NN",736.61,0,1,"fpa","",0.124,0.034,24,0.13,516.029411764706,-0.175407453207817,1,584.181818181818,0.379043560942009,1,52.6134453781513,0.557649055008464,0,-9.02797202797194,-0.193112607991136,0,7,1.43,1.87,8.63,0,NA,8695,1449.17,"NN|VB",675,-0.36,1,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"preview","sneak",0.624222,"sneak","preview",0.124,"3.4000000000000002E-2","0","2.9999999999999997E-4",24,2,"NULL","V","19","1","3.42","V","sneak","preview",0.124,0.034,0,"NULL","3.42",2,1,23.545478,0.119409,3045,7,11,5,3605,120,11,5
"sneaky","sly","sneaky.sly",6,4.24,2.34,6.96,1,0,4681,936.2,"JJ",620.3,-0.29,0.95,"synonym","",0.201,0.219,20,0.2,711.857142857143,-0.272255349506245,1,569.5,-0.0232114361052602,0.96875,-187.705627705628,0.291693184226462,0,40.9814814814815,0.149098654440087,0.00578703703703709,3,2.67,2.14,7.02,8,6,1974,987,"JJ|RB",665.81,-0.53,0.91,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sly","sneaky",0.597684,"sneaky","sly",0.201,"0.219","1.5E-3","2.0999999999999999E-3",20,2,"NULL","AJ","12","5","2.37","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3588,2,6,5,3607,57,9,5
"sneeze","cough","sneeze.cough",6,2.94,2.18,6.29,0,NA,3856,771.2,"VB|NN",689.71,-0.13,1,"category","",0.348,0.209,13,0.52,506.307692307692,-0.386973480837429,1,617,0.00365072221614733,1,13.3423076923077,0.264078912298344,0,31.0681818181819,0.41973011488707,0,5,8.78,2.65,7.7,6,4,4940,1235,"NN|VB",627.18,-0.62,1,17,"cough","sneeze",0.389673148318837,0.377136873405858,0.748249440555481,"0.345236616","11.652431","0.47752","0.209","0.348","cough","sneeze",0.517841,"sneeze","cough",0.348,"0.20899999999999999","5.9999999999999995E-4","5.4300000000000001E-2",13,3,"5.51","V","11","7","5.35","V","sneeze","cough",0.348,0.209,6e-04,"5.51","5.35",3,7,11.652431,0.47752,950,275,57,54,3608,72,51,49
"snob","bitch","snob.bitch",4,2.18,2.05,6.12,5,3,1325,441.67,"NN",657.6,-0.29,1,"synonym","",0.111,NA,18,-0.01,505.791666666667,-0.239701376626976,1,572.787878787879,0.211679884049815,1,53.0231481481481,0.133378969118031,0,-47.8263403263403,-0.0054115926359049,0.0384615384615384,5,168.8,3.94,9.15,9,1,4549,1137.25,"NN|VB",646.25,-0.51,1,17,"bitch","snob",0.179539091931597,0.123037393839704,0,"NULL","NULL","NULL","NULL","NULL","bitch","snob",0.727858,"snob","bitch",0.111,"NULL","NULL","NULL",18,1,"3.75","N","NULL","NULL","NULL","NULL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,42,11,6,3610,12,14,9
"snot","nose","snot.nose",4,2.12,2.04,6.21,8,6,1871,623.67,"NN",704.59,-0.13,1,"","",0.378,0,13,0.24,616.941176470588,0.642023518523658,0.823529411764706,585.285714285714,0.345931517327608,1,-64.2374727668846,-0.376096578679024,-0.176470588235294,-67.2857142857143,-0.412548200723401,0,4,69.75,3.55,9.54,12,5,3675,1225,"NN|VB",572.31,-0.73,1,49,NA,NA,0,0,0,NA,NA,NA,NA,NA,"nose","snot",0.533119,"snot","nose",0.378,"0","5.0000000000000001E-4","6.9999999999999999E-4",13,0,"NULL","N","15","60","6.26","N","snot","nose",0.378,0,5e-04,"NULL","6.26",0,60,21.579163,0.239829,2660,148,34,33,3613,18,13,8
"snotty","snob","snotty.snob",6,1.27,1.82,6.01,4,2,3245,649,"JJ",782.93,0.11,1,"synonym","",0.217,0.049,18,0.02,508.741935483871,-0.256688655203403,1,481.047619047619,-0.0634312546725513,1,41.8136200716846,0.0900671476007776,0.0370370370370371,31.5481256332321,-0.00431606167538319,0.0212765957446809,4,2.18,2.05,6.12,5,3,1325,441.67,"NN",687.36,-0.48,0.97,28,"snob","snotty",0.575688714026304,0.609033266614898,0,"NULL","NULL","NULL","0.049","0.217","snob","snotty",0.618206,"snotty","snob",0.217,"4.9000000000000002E-2","3.9899999999999998E-2","2.4799999999999999E-2",18,0,"NULL","AJ","18","1","3.75","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610,12,14,9,3614,1,6,5
"snuggle","cuddle","snuggle.cuddle",7,1.29,1.83,5.63,1,1,4846,807.67,"VB",782.5,0.06,0.96,"synonym","",0.243,0.042,16,0.02,497.766666666667,-0.264111393411906,0.966666666666667,532.4,-0.186791610789127,0.975,86.4904761904762,0.423687939012362,-0.0333333333333333,32.6,0.430053873085194,-0.025,6,2.16,2.05,6.39,5,1,4948,989.6,"NN|VB",675.71,-0.4,1,6,"cuddle","snuggle",0.545739025339685,0.547343154310551,0.102778306504064,"NULL","0","0.010016","0.042","0.243","cuddle","snuggle",0.448672,"snuggle","cuddle",0.243,"4.2000000000000003E-2","3.2000000000000002E-3","4.5100000000000001E-2",16,0,"NULL","V","18","0","4.3","V","snuggle","cuddle",0.243,0.042,0.0032,"NULL","4.3",0,0,0,0.010016,1028,21,18,9,3616,44,13,7
"society","people","society.people",7,32.92,3.23,11.27,0,NA,5726,954.33,"NN",661.79,-0.22,1,"supraordinate","",0.246,0,18,0.29,489.9375,-0.187263956691758,1,503.0625,-0.125138895054031,1,22.5625,-0.0200893172568691,0,9.05288461538464,0.0741423894136172,0,6,1102.98,4.75,13.55,0,NA,6849,1369.8,"NN|VB",540.85,-0.76,1,154,NA,NA,0,0,0,NA,NA,NA,NA,NA,"people","society",0.743126,"society","people",0.246,"0","1.61E-2","2.8E-3",18,237,"3.9","N","18","847","5.51","N","society","people",0.246,0,0.0161,"3.9","5.51",237,847,4.981965,0.258106,2863,29,9,5,3620,23,22,8
"sock","shoe","sock.shoe",4,8.98,2.66,7.04,13,9,2373,791,"NN|VB",649.74,-0.42,1,"category","",0.617,0.212,8,0.34,522.5,-0.490592687155092,1,428.095238095238,-0.851124658252911,1,11.4032258064516,0.0137925804826557,0.032258064516129,104.819047619048,0.788000956463371,0,4,30.39,3.19,8.56,6,3,2635,878.33,"NN|VB",636.82,-0.52,0.97,31,"shoe","sock",0.656222602072907,0.439753901204011,0,"0.396088862","10.749683","0.255452","0.212","0.617","shoe","sock",0.523347,"sock","shoe",0.617,"0.21199999999999999","6.4899999999999999E-2","5.57E-2",8,4,"5.46","N","14","14","5.96","N","sock","shoe",0.617,0.212,0.0649,"5.46","5.96",4,14,10.749683,0.255452,3490,83,47,35,3621,35,24,24
"socks","shoes","socks.shoes",5,18.27,2.97,8.22,4,2,2613,653.25,"NN|VB",589.96,-0.48,1,"category","fpa",0.655,0.307,4,0.67,474.333333333333,-0.492348716152756,1,453.351351351351,-0.606242190776782,1,105.666666666667,0.248041451630493,0.04,26.2368839427663,0.117398891718088,0,5,74.16,3.58,9.36,4,2,7124,1781,"NN|VB",574.5,-0.67,1,37,"shoes","socks",0.488916753719318,0.514012067992189,0.599426854496633,"0.659351128","NULL","NULL","0.307","0.655","shoes","socks",0.363757,"socks","shoes",0.655,"0.307","3.09E-2","7.6100000000000001E-2",4,7,"5.46","N","12","44","6.63","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3492,73,19,18,3623,64,18,17
"soil","dirt","soil.dirt",4,7.78,2.6,8.94,6,1,2564,854.67,"NN|VB",649.5,-0.4,1,"synonym","",0.717,0.055,6,0.16,658.714285714286,-0.0322240116089163,1,570.190476190476,0.0372628016089589,1,-105.857142857143,-0.100246474049104,0,-42.5238095238095,-0.20057075939339,0,4,25.69,3.12,8.94,3,1,3689,1229.67,"NN",603.77,-0.57,1,75,"dirt","soil",0.335576564044556,0.283074665165127,0.668724509762274,"NULL","0","0.135134","0.055","0.717","dirt","soil",0.591148,"soil","dirt",0.717,"5.5E-2","7.1999999999999998E-3","2E-3",6,54,"5.7","N","18","43","5.51","N","soil","dirt",0.717,0.055,0.0072,"5.7","5.51",54,43,0,0.135134,1181,83,19,8,3628,56,13,6
"solution","problem","solution.problem",8,15.82,2.91,10.86,0,NA,15494,2213.43,"NN",736.62,-0.08,1,"antonym","",0.392,0.15,11,0.34,504.818181818182,-0.230640365687715,0.909090909090909,514.214285714286,-0.106743355347136,1,57.8484848484848,0.314713925293501,-0.0303030303030304,6.18571428571431,0.237692646246122,0,7,330.06,4.23,12.66,0,NA,9453,1575.5,"NN",642.74,-0.54,1,71,NA,NA,0,0,0,NA,NA,NA,NA,NA,"problem","solution",0.516546,"solution","problem",0.392,"0.15","1.7100000000000001E-2","7.3499999999999996E-2",11,59,"3.1","N","13","313","3.64","N","solution","problem",0.392,0.15,0.0171,"3.1","3.64",59,313,8.130478,0.316797,3061,3,13,5,3632,3,8,5
"song","sing","song.sing",4,93.69,3.68,11,9,1,9307,3102.33,"NN",582.41,-0.59,1,"unclassified","",0.291,0.456,16,0.88,474.620689655172,-0.346310425515099,0.96551724137931,629.352941176471,0.216953329274383,1,88.0993103448276,0.310834015757279,-0.0344827586206896,-100.252941176471,-0.317215866013596,0.15,4,97.59,3.7,9.3,12,4,12512,4170.67,"VB",596.66,-0.6,1,33,"sing","song",0.348920225293095,0.404684316855966,0.167298992685932,"0.468560249","NULL","NULL","0.456","0.291","sing","song",0.274738,"song","sing",0.291,"0.45600000000000002","1.34E-2","1.61E-2",16,70,"5.04","N","17","34","4.12","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3529,96,78,41,3637,4,13,5
"sonnet","poem","sonnet.poem",6,0.76,1.6,5.93,1,1,9383,1876.6,"NN",695.1,-0.18,0.8,"synonym","",0.471,0.02,8,0.74,609.5,0.187322242530007,0.928571428571429,523.7,-0.0786524134697194,1,-68.7894736842105,-0.240933061120467,-0.0714285714285714,55.7102564102564,0.439380451087608,0.0256410256410257,4,13.65,2.84,8.55,1,0,2232,744,"NN",661.38,-0.64,0.94,10,"poem","sonnet",0.22426385132086,0.105055543964279,0.232208685323269,"NULL","4.083166","0.672633","0.02","0.471","poem","sonnet",0.430675,"sonnet","poem",0.471,"0.02","2E-3","7.7000000000000002E-3",8,3,"NULL","N","28","48","NULL","N","sonnet","poem",0.471,0.02,0.002,"NULL","NULL",3,48,4.083166,0.672633,2973,17,25,9,3639,2,10,5
"soothe","calm","soothe.calm",6,1.29,1.83,5.66,0,NA,5685,1137,"VB",714.36,-0.02,0.96,"synonym","",0.127,0,19,0.17,574.333333333333,0.0368839313381691,1,500.333333333333,-0.138357264982401,1,-36.0229885057472,-0.248299425073805,0,-10.5641025641025,-0.0174873505171305,0.0256410256410257,4,89.04,3.66,8.75,4,1,4972,1657.33,"JJ|NN|VB",587.24,-0.68,1,43,NA,NA,0,0,0,NA,NA,NA,NA,NA,"calm","soothe",0.687826,"soothe","calm",0.127,"0","1.11E-2","8.5000000000000006E-3",19,2,"NULL","V","14","35","3.56","AJ","soothe","calm",0.127,0,0.0111,"NULL","3.56",2,35,0.632178,0.131982,581,11,11,5,3642,18,11,5
"sorry","apology","sorry.apology",5,1167.96,4.78,11.44,1,0,4748,1187,"JJ|NN",608.5,-0.48,1,"synonym","",0.212,0.578,17,0.29,522.842105263158,0.00747440283334775,0.973684210526316,548.321428571429,0.291674647873904,1,-0.226720647773277,-0.138068661840321,-0.0263157894736842,-3.57142857142856,-0.070662063211032,0,7,15.76,2.91,8.32,0,NA,5356,892.67,"NN",678.94,-0.45,1,2,"apology","sorry",0.261732141029681,0.22982625197918,0.497381383519269,"0.374489917","NULL","NULL","0.578","0.212","apology","sorry",0.570195,"sorry","apology",0.212,"0.57799999999999996","6.9999999999999999E-4","6.0000000000000001E-3",17,48,"2.68","AJ","14","3","2.6","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,14,21,7,3647,1,14,5
"sound","noise","sound.noise",5,143.39,3.86,11.71,7,1,6075,1518.75,"NN|VB|JJ",625.48,-0.4,1,"synonym","",0.362,0.147,10,0.58,563.444444444444,-0.0013024007883642,1,537.045454545455,0.00267590644993298,0.954545454545455,-8.05555555555554,0.237747882703571,0.0277777777777778,-44.1287878787878,-0.26044082168021,-0.00378787878787878,5,34.88,3.25,9.94,4,0,5939,1484.75,"NN",525.28,-0.85,0.97,65,NA,NA,0,0,0,NA,NA,NA,NA,NA,"noise","sound",0.457323,"sound","noise",0.362,"0.14699999999999999","2.7199999999999998E-2","3.4500000000000003E-2",10,204,"5.28","N","14","37","5.29","N","sound","noise",0.362,0.147,0.0272,"5.28","5.29",204,37,1.063706,0.485003,2650,39,12,5,3648,67,17,7
"sow","pig","sow.pig",3,1.92,2,6.8,17,14,1468,734,"VB",656,-0.19,0.86,"synonym","",0.295,0.033,15,0.46,531,-0.0651768645877247,1,572.285714285714,0.121418828129321,1,76.35,-0.000513107871029928,0,-99.5238095238096,-0.311744110600836,0,3,39.14,3.3,8.76,12,5,1639,819.5,"NN|VB",583.42,-0.64,0.94,30,NA,NA,0,0,0,NA,NA,NA,NA,NA,"pig","sow",0.631252,"sow","pig",0.295,"3.3000000000000002E-2","1.35E-2","7.7000000000000002E-3",15,3,"4.8600000000000003","V","22","8","6.92","N","sow","pig",0.295,0.033,0.0135,"4.86","6.92",3,8,2.665195,0.388858,2909,120,48,40,3653,18,10,5
"spaghetti","sauce","spaghetti.sauce",9,5.92,2.48,7.06,0,NA,11723,1465.38,"NN",695.86,-0.07,1,"fpa","",0.247,0.468,13,0.73,488.769230769231,-0.419571573432921,1,495.272727272727,-0.526131918245232,1,6.65934065934067,0.252542125010165,0,19.4625668449198,0.365260317432988,0,5,15.59,2.9,8.66,2,0,3280,820,"NN",601.03,-0.72,1,16,"sauce","spaghetti",0.336178600213252,0.350280775819558,0.0415928032530071,"0.227601454","20.303332","0.680473","0.468","0.247","sauce","spaghetti",0.636064,"spaghetti","sauce",0.247,"0.46800000000000003","1.9400000000000001E-2","3.5999999999999999E-3",13,1,"NULL","N","15","20","6.76","N","spaghetti","sauce",0.247,0.468,0.0194,"NULL","6.76",1,20,20.303332,0.680473,3366,118,17,6,3656,75,16,9
"spanish","language","spanish.language",7,22.16,3.05,9.44,0,NA,10982,1830.33,"NN|JJ",690.85,-0.3,1,"supraordinate","",0.32,0.075,18,0.18,504.423076923077,-0.0540386212961343,1,531.948717948718,-0.0669624182124014,1,72.4054945054945,0.21696771346915,0,-32.4487179487179,-0.200852183227542,0,8,35.1,3.25,11.49,0,NA,12230,1747.14,"NN",671.41,-0.35,1,22,"language","spanish",0.132575756657805,0.0891819528217544,0.391990515856148,"0.067243186","4.982561","0.174044","0.075","0.32","language","spanish",0.616655,"spanish","language",0.32,"7.4999999999999997E-2","3.7699999999999997E-2","2.3699999999999999E-2",18,36,"NULL","AJ","13","109","4","N","spanish","language",0.32,0.075,0.0377,"NULL","4",36,109,4.982561,0.174044,2222,38,14,6,3659,11,15,7
"special","important","special.important",7,148.57,3.88,11.57,0,NA,8964,1494,"JJ|NN",690.07,-0.06,1,"synonym","",0.129,0.021,20,0.33,619.551724137931,0.488584171364656,1,659.619047619048,0.633346724826526,1,-19.551724137931,-0.175975154077103,0,-81.452380952381,-0.0569999784798432,0,9,207.59,4.02,11.57,0,NA,14989,1873.63,"JJ|NN",710.45,-0.28,0.97,41,NA,NA,0,0,0,NA,NA,NA,NA,NA,"important","special",0.667194,"special","important",0.129,"2.1000000000000001E-2","2.2000000000000001E-3","2.9999999999999997E-4",20,245,"NULL","AJ","25","369","2.38","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2043,2,8,5,3668,4,7,5
"specific","general","specific.general",8,17.8,2.96,11.16,0,NA,8375,1196.43,"JJ|NN",702.5,0,1,"antonym","",0.128,0.07,20,0.48,528.914285714286,-0.0433852574810044,0.971428571428571,540,-0.0657343466861972,1,23.55,0.0976876285683323,-0.0285714285714286,32.3658536585366,0.174516237063881,0,7,115.39,3.77,11.91,0,NA,19638,3273,"JJ|NN",595.18,-0.64,1,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"general","specific",0.872856,"specific","general",0.128,"7.0000000000000007E-2","0","0",20,115,"2.5299999999999998","AJ","21","497","4.04","AJ","specific","general",0.128,0.07,0,"2.53","4.04",115,497,4.215087,0.457433,1702,8,11,5,3669,1,12,5
