"Prime","TargetWord","index","PLength","PSubFreq","PLogSubFreq","PLogHAL","POrthoN","PFreqGreater","PBGSum","PBGMean","PPOS","PELP.LDT.RT","PELP.LDT.Z","PELP.LDT.Acc","Relation1","Relation2","FAS","BAS","CueFanOut","LSA","LDT.200ms.RT","LDT.200ms.Z","LDT.200ms.Acc","LDT.1200ms.RT","LDT.1200ms.Z","LDT.1200ms.Acc","LDT.200ms.RT.Priming","LDT.200ms.Z.Priming","LDT.200ms.Acc.Priming","LDT.1200ms.RT.Priming","LDT.1200ms.Z.Priming","LDT.1200ms.Acc.Priming","TLength","TSubFreq","TLogSubFreq","TLogHAL","TOrthoN","TFreqGreater","TBGSum","TBGMean","TPOS","TELP_LDT_RT","TELP_LDT_Z","TELP_LDT_Acc","TargetFanIn","first","second","root","raw","affix","old","jcn.x","lsa.x","fsg.x","bsg.x","word_1","word_2","distance","CUE","TARGET","FSG","BSG","MSG","OSG","QSS","QFR","QCON","QPS","TSS","TFR","TCON","TPS","cue","target","fsg.y","bsg.y","msg","qcon","tcon","qfr","tfr","jcn.y","lsa.y","X.x","TCosine_Set","Traw_feat_set","Troot_feat_set","X.y","PCosine_Set","Praw_feat_set","Proot_feat_set"
"amuse","joke","amuse.joke",5,2.61,2.13,6.47,1,1,4800,1200,"VB",749.36,-0.41,0.97,"functional property","",0.017,0,14,0.18,587.28125,-0.374745190968278,1,568.161290322581,-0.521608463707801,1,4.375,0.0727339348829975,-0.03125,31.4324596774194,0.100790699322086,-0.03125,4,73.02,3.57,9.92,7,1,1271,423.67,"NN|VB",578.22,-0.68,0.94,23,"amuse","joke",0.77620346931997,0.824536585722492,0.358929295666596,"0.703301777","15.659745","0.15719","0.017","0","joke","amuse",0.714084,"amuse","joke",0.017,"0","3.1E-2","0.21229999999999999",14,3,"3.17","V","8","22","3.48","N","amuse","joke",0.017,0,0.031,"3.17","3.48",3,22,15.659745,0.15719,2151,12,10,5,113,21,16,7
"analysis","data","analysis.data",8,11.04,2.75,10.77,2,0,14209,2029.86,"NN",684.91,-0.39,0.97,"bpa","",0.014,0.014,21,0.37,703.59375,0.0846301198201394,0.9375,667.741935483871,-0.0784554087859304,0.935483870967742,-85.4725378787879,-0.242043995318225,0.0321969696969697,-63.866935483871,-0.245057004066561,0.0332661290322581,4,25.61,3.12,12.23,2,0,6592,2197.33,"NN",577.12,-0.74,0.97,12,NA,NA,0,0,0,NA,NA,NA,NA,NA,"data","analysis",0.576146,"analysis","data",0.014,"1.4E-2","0","0",21,108,"2.94","N","13","173","NULL","N","analysis","data",0.014,0.014,0,"2.94","NULL",108,173,17.756628,0.346732,1072,14,28,8,114,6,10,5
"anarchy","chaos","anarchy.chaos",7,2.02,2.02,8.16,0,NA,10073,1678.83,"NN",747.41,-0.26,1,"unclassified","",0.137,0.033,20,0.33,774.34375,0.691131282810319,0.9375,793,0.751559925892966,0.90625,74.8497983870968,0.0643699759852371,-0.0665322580645161,-71,-0.285685060849651,0.00284090909090906,5,9.39,2.68,9.87,1,0,3526,881.5,"NN",739.24,-0.18,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"chaos","anarchy",0.411619,"anarchy","chaos",0.137,"3.3000000000000002E-2","2E-3","3.3999999999999998E-3",20,7,"NULL","N","22","17","2.5","N","anarchy","chaos",0.137,0.033,0.002,"NULL","2.5",7,17,6.5656,0.246511,694,21,9,5,115,18,10,5
"ancient","modern","ancient.modern",7,21.67,3.04,9.81,0,NA,13954,2325.67,"JJ|NN",624.09,-0.58,0.97,"antonym","",0.02,0.014,12,0.55,642.125,-0.00646807823845107,1,828.129032258065,0.035106888243507,0.935483870967742,36.358870967742,0.0920700733610785,-0.129032258064516,-161.709677419355,-0.000972040556858962,-0.064516129032258,6,18.24,2.97,10.47,0,NA,10735,2147,"JJ|NN",634.39,-0.63,1,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"modern","ancient",0.532834,"ancient","modern",0.02,"1.4E-2","0","7.2499999999999995E-2",12,69,"3.12","AJ","15","198","NULL","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2518,17,12,8,118,5,10,5
"angry","sad","angry.sad",5,58.98,3.48,9.51,0,NA,8784,2196,"JJ",559.97,-0.81,0.97,"category","",0.068,0,9,0.62,553.84375,-0.611278305995532,0.96875,619.4375,-0.441204981222266,0.96875,79.3380681818181,0.350684659213111,0.03125,-69.5,0.00578677138545275,-0.03125,3,63.37,3.51,9.75,18,7,1787,893.5,"JJ|NN",574.03,-0.68,0.94,100,"angry","sad",0.451342803832512,0.448840814824484,0.310227324554416,"0.474736924","NULL","NULL","0.068","0","sad","angry",0.477656,"angry","sad",0.068,"0","0.123","7.2900000000000006E-2",9,45,"3.75","AJ","7","35","3.52","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3333,47,19,9,122,42,9,5
"animal","bear","animal.bear",6,45.49,3.37,10.12,0,NA,10631,2126.2,"NN",619.88,-0.54,1,"supraordinate","",0.016,0.136,28,0.15,739.625,0.0359851111385139,0.96875,584.46875,-0.341130454894152,0.96875,-133.875,-0.416962586624214,0.03125,151,0.262770289934893,0.03125,4,57.41,3.47,10.07,19,8,5638,1879.33,"VB|NN",565.76,-0.77,1,27,"animal","bear",0.21707500010136,0.126214252059187,0,"0.20769415","5.051066","0.095618","0.016","0.136","bear","animal",0.664286,"animal","bear",0.016,"0.13600000000000001","1E-3","3.8E-3",28,68,"5.65","N","28","57","5.81","V","animal","bear",0.016,0.136,0.001,"5.65","5.81",68,57,5.051066,0.095618,318,416,43,39,123,88,22,10
"anisette","dictionary","anisette.dictionary",8,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"unclassified","",0.014,0,10,NA,767.625,0.338379738403919,1,824,0.592938284874014,0.9375,-24.8068181818181,0.0140800697402521,0,-145.645161290323,-0.465140136623517,0.030241935483871,10,3.73,2.28,9.51,0,NA,22225,2469.44,"NN",613,-0.48,0.94,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"dictionary","anisette",0.958271,"anisette","dictionary",0.014,"0","0","0",10,0,"NULL","N","8","57","6.29","N","anisette","dictionary",0.014,0,0,"NULL","6.29",0,57,24.223046,NA,1155,26,19,7,124,23,11,7
"ankle","bracelet","ankle.bracelet",5,8.02,2.61,7.9,1,1,7322,1830.5,"NN",637.39,-0.59,0.97,"fpa","",0.049,0,16,0.16,762.40625,0.270496685942999,1,746.225806451613,0.363223218123232,1,107.626008064516,0.72503422491659,-0.0645161290322581,-33.0070564516129,-0.0315017830541544,0,8,7.8,2.6,6.09,0,NA,13285,1897.86,"NN",673.48,-0.46,0.94,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"bracelet","ankle",0.651616,"ankle","bracelet",0.049,"0","2E-3","3.3E-3",16,8,"7","N","13","1","5.98","N","ankle","bracelet",0.049,0,0.002,"7","5.98",8,1,24.125452,0.157494,472,111,17,17,125,256,24,24
"announce","marriage","announce.marriage",8,9.76,2.7,9.21,0,NA,11209,1601.29,"VB|NN",643.53,-0.37,0.94,"unclassified","",0.028,0,19,0.06,749.125,0.00680067356531727,0.96875,653.65625,-0.11695854542536,0.96875,-78.40625,-0.175910042637488,0.03125,93.3143382352941,0.33570732788665,0.00183823529411764,8,77.06,3.59,9.97,1,0,11212,1601.71,"NN",593.85,-0.61,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"marriage","announce",0.843451,"announce","marriage",0.028,"0","0.02","1.1000000000000001E-3",19,18,"3.13","V","19","95","3.94","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2413,51,19,10,127,62,13,8
"annoy","sister","annoy.sister",5,2.51,2.11,8.26,0,NA,4787,1196.75,"VB",650.03,-0.48,0.97,"unclassified ","",0.027,0,15,0.15,642.625,-0.109745679388913,0.96875,743.806451612903,0.0914833937831098,0.935483870967742,-34.90625,-0.000202402505081994,0,-105.806451612903,-0.224038403511975,0.0322580645161291,6,180.53,3.96,9.75,3,0,18579,3715.8,"NN",584.88,-0.62,1,22,NA,NA,0,0,0,NA,NA,NA,NA,NA,"sister","annoy",0.846731,"annoy","sister",0.027,"0","7.0999999999999994E-2","2.2100000000000002E-2",15,2,"NULL","V","16","38","5.71","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3536,13,20,8,128,14,18,5
"annual","once","annual.once",6,7.2,2.57,10.07,0,NA,7621,1524.2,"JJ|NN",723.17,-0.23,0.91,"unclassified","",0.036,0,7,0.16,678.59375,0.0750907865386775,1,768.967741935484,0.266679232273659,0.967741935483871,86.5625,0.412193482732988,-0.1875,-18.6010752688172,-0.265669395540227,-0.00107526881720432,4,344.88,4.25,12.15,0,NA,7636,2545.33,"RB|NN",579.84,-0.72,0.97,7,NA,NA,0,0,0,NA,NA,NA,NA,NA,"once","annual",0.953908,"annual","once",0.036,"0","2.1999999999999999E-2","0",7,1,"NULL","AJ","12","499","3.11","AD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2722,22,11,5,130,11,11,5
"another","more","another.more",7,509.22,4.41,12.56,0,NA,14421,2403.5,"minor|NN",608.34,-0.69,1,"unclassified","",0.096,0,17,0.64,598.322580645161,-0.144218510958979,0.903225806451613,717.129032258065,-0.239694364477159,0.838709677419355,121.738025415445,0.437411851961001,0.0967741935483871,-38.3548387096774,0.30684095544944,0.096774193548387,4,1298.59,4.82,13.89,18,0,8260,2753.33,"JJ|RB",560.94,-0.79,1,26,NA,NA,0,0,0,NA,NA,NA,NA,NA,"more","another",0.546415,"another","more",0.096,"0","0","0",17,683,"NULL","AJ","9","2216","2.77","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2545,5,11,5,132,26,7,5
"antelope","beast","antelope.beast",8,0.98,1.71,6.24,0,NA,16513,2359,"NN",711.13,-0.22,0.97,"unclassified","",0.013,0,10,0.32,653.40625,-0.114237559816889,1,691.21875,0.139848194006949,1,98.3125,0.492189245787571,-0.0625,14.28125,-0.0118311623281562,0,5,24.55,3.1,9.7,6,2,7690,1922.5,"NN",622.21,-0.64,0.97,6,NA,NA,0,0,0,NA,NA,NA,NA,NA,"beast","antelope",0.693119,"antelope","beast",0.013,"0","2E-3","8.9599999999999999E-2",10,7,"NULL","N","15","7","6.51","N","antelope","beast",0.013,0,0.002,"NULL","6.51",7,7,5.914115,0.28485,320,73,9,6,136,67,7,5
"antique","furniture","antique.furniture",7,6.06,2.49,8.12,0,NA,12256,2042.67,"JJ|NN",679.52,-0.33,0.97,"fpa","",0.033,0,10,0.39,691.78125,0.0885071048110865,0.9375,715.78125,0.273439878648405,0.96875,16.625,0.0913285068123488,0.03125,114.90625,-0.00568463029244948,0,9,15.08,2.89,8.46,0,NA,12566,1570.75,"NN",750.47,-0.06,0.97,17,NA,NA,0,0,0,NA,NA,NA,NA,NA,"furniture","antique",0.504877,"antique","furniture",0.033,"0","0","2.7000000000000001E-3",10,12,"4.78","N","12","39","6.83","N","antique","furniture",0.033,0,0,"4.78","6.83",12,39,13.749106,0.344257,1672,133,41,15,138,8,10,6
"antler","horn","antler.horn",6,0.29,1.2,4.44,1,1,16499,3299.8,"NN",789.19,-0.1,0.91,"category","",0.054,0.014,9,0.08,616.03125,-0.052112137746234,0.90625,776.545454545455,0.14384548252671,0.909090909090909,29.875,-0.119208643763405,0,-112.201704545455,-0.18271779973661,0.0284090909090909,4,21.08,3.03,9.12,6,1,4421,1473.67,"NN",553.29,-0.71,1,29,NA,NA,0,0,0,NA,NA,NA,NA,NA,"horn","antler",0.678563,"antler","horn",0.054,"1.4E-2","4.0000000000000001E-3","0",9,3,"5.98","N","15","31","5.91","N","antler","horn",0.054,0.014,0.004,"5.98","5.91",3,31,2.34455,0.071392,1969,111,14,7,139,75,21,10
"apart","alone","apart.alone",5,47.02,3.38,10,0,NA,5939,1484.75,"RB",617.97,-0.62,0.97,"unclassifed","",0.021,0,8,0.26,616.9375,-0.27869006761033,0.9375,672.151515151515,-0.16619169199733,1,168.030241935484,0.451786416590276,0.030241935483871,-75.2727272727273,-0.233088882005624,0,5,308.53,4.2,10.84,3,2,11414,2853.5,"RB|JJ",571.5,-0.73,0.94,42,NA,NA,0,0,0,NA,NA,NA,NA,NA,"alone","apart",0.69358,"apart","alone",0.021,"0","1.7000000000000001E-2","6.3299999999999995E-2",8,57,"3","AD","19","195","3.81","AJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,5,7,5,143,25,12,6
"ape","jungle","ape.jungle",3,9.67,2.69,8.26,10,5,2536,1268,"NN|VB",620.38,-0.6,1,"script","",0.021,0,10,0.24,612.75,-0.271522325445807,1,614.129032258065,-0.229489937351219,1,115.5,0.529445785300361,0,122.527217741935,0.160368669383742,0,6,22.57,3.06,8.61,4,0,9807,1961.4,"NN",589.76,-0.67,0.97,21,NA,NA,0,0,0,NA,NA,NA,NA,NA,"jungle","ape",0.646655,"ape","jungle",0.021,"0","0.01","6.1800000000000001E-2",10,3,"6.4","N","21","20","6.28","N","ape","jungle",0.021,0,0.01,"6.4","6.28",3,20,20.790885,0.221978,2161,122,19,8,147,148,12,5
"apology","mistake","apology.mistake",7,15.76,2.91,8.32,0,NA,5356,892.67,"NN",678.94,-0.45,1,"unclassified","",0.019,0,14,0.24,696.71875,0.0768128018339498,1,739.060606060606,-0.0384547552384103,1,28.25,0.23219975575623,-0.03125,-52.873106060606,0.0879012243798286,-0.0625,7,101.96,3.72,10.14,0,NA,10802,1800.33,"NN|VB",606.44,-0.61,1,19,"apology","mistake",0.364003494449971,0.318109013507164,0,"0.3048612","12.43039","0.178141","0.019","0","mistake","apology",0.595601,"apology","mistake",0.019,"0","1.2999999999999999E-2","1.7100000000000001E-2",14,3,"2.6","N","11","34","2.7","N","apology","mistake",0.019,0,0.013,"2.6","2.7",3,34,12.43039,0.178141,2508,13,14,7,148,14,21,7
"appeal","looks","appeal.looks",6,13,2.82,9.37,1,1,7921,1584.2,"NN|VB",568.39,-0.74,0.97,"unclassified","",0.034,0,16,0.12,577.967741935484,-0.61209703663855,1,582.34375,-0.265431807420778,0.96875,71.0010080645161,0.42208782181373,-0.125,19.6239919354839,-0.188092384028534,0.03125,5,311.49,4.2,11.17,7,1,2864,716,"VB|NN",586.48,-0.75,0.97,10,NA,NA,0,0,0,NA,NA,NA,NA,NA,"looks","appeal",0.901399,"appeal","looks",0.034,"0","0","3.8999999999999998E-3",16,62,"2.21","N","19","78","3.74","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2338,87,30,12,149,11,11,5
"appear","show","appear.show",6,23.37,3.08,10.75,1,0,7822,1564.4,"VB",599.53,-0.67,0.97,"unclassified","",0.067,0,15,0.37,571.90625,-0.587877501785383,0.96875,597.290322580645,-0.490763027718526,1,92.65625,0.422602290521792,0.03125,134.121442125237,0.391534067266634,-0.0294117647058824,4,488.35,4.4,12.09,10,0,3175,1058.33,"VB|NN",576,-0.7,1,72,NA,NA,0,0,0,NA,NA,NA,NA,NA,"show","appear",0.703448,"appear","show",0.067,"0","1E-3","8.0999999999999996E-3",15,118,"2.67","V","24","287","3.93","V","appear","show",0.067,0,0.001,"2.67","3.93",118,287,1.221577,0.300904,3507,41,31,9,150,33,11,5
"appendage","finger","appendage.finger",9,0.41,1.34,5.39,0,NA,11149,1393.63,"NN",865.45,0.16,0.85,"supraordinate","",0.043,0,11,0.23,701.9375,0.0871070696351543,0.96875,651.59375,-0.293976123516078,1,-24.75,-0.0731607772441709,0.03125,43.71875,0.214367138089244,0,6,36.67,3.27,10.53,6,0,18987,3797.4,"NN|VB",642.35,-0.62,1,31,"appendage","finger",0.221994237437628,0.260284256990077,0,"NULL","2.358046","0.211697","0.043","0","finger","appendage",0.731837,"appendage","finger",0.043,"0","7.0000000000000001E-3","0",11,1,"5.03","N","12","40","6.2","N","appendage","finger",0.043,0,0.007,"5.03","6.2",1,40,2.358046,0.211697,1525,538,119,54,152,75,13,6
"application","college","application.college",11,10,2.71,11.38,0,NA,25071,2507.1,"NN",701.18,-0.32,0.97,"bpa","",0.021,0,17,0.24,693.15625,0.0290171737487071,0.9375,800.1875,-0.00519190939802336,1,-108.21875,-0.32393266839184,0.03125,-59.5745967741935,-0.174318259083493,-0.0645161290322581,7,85.18,3.64,11.26,1,0,10449,1741.5,"NN|VB",713.24,-0.3,1,41,NA,NA,0,0,0,NA,NA,NA,NA,NA,"college","application",0.87657,"application","college",0.021,"0","0","1.6000000000000001E-3",17,68,"5.42","N","15","267","5.35","N","application","college",0.021,0,0,"5.42","5.35",68,267,17.402805,0.181524,830,33,20,10,155,7,12,6
"approval","yes","approval.yes",8,8.39,2.63,9.23,0,NA,8938,1276.86,"NN",598.69,-0.59,1,"unclassified","",0.105,0,20,0.1,581.3125,-0.614265130165334,0.96875,557.548387096774,-0.69315214162322,0.967741935483871,59.53125,0.360719502542793,0,37.8578629032259,0.0528273581662063,0.032258064516129,3,1996.76,5.01,12.19,3,0,4671,2335.5,"minor|NN",596.82,-0.68,1,23,NA,NA,0,0,0,NA,NA,NA,NA,NA,"yes","approval",0.915147,"approval","yes",0.105,"0","5.0000000000000001E-3","8.0000000000000004E-4",20,51,"NULL","N","7","144","NULL","AD","approval","yes",0.105,0,0.005,"NULL","NULL",51,144,7.224129,0.078935,4423,1,10,5,158,45,14,5
"apron","maid","apron.maid",5,2.67,2.14,6.29,2,2,8966,2241.5,"NN",784.13,-0.27,0.94,"unclassified","",0.034,0,14,0.33,648.21875,0.0450402429479523,0.90625,808.4,0.507264818243709,0.933333333333333,-16.1542338709677,-0.112769909349165,0.09375,-133.11875,-0.616268746836528,0.00416666666666665,4,22.82,3.07,7.45,7,6,3445,1148.33,"NN",661.81,-0.52,0.97,13,"maid","apron",0.0632049862911244,0.0362411508534563,0.0619781374975225,"NULL","NULL","NULL","NULL","NULL","maid","apron",0.664156,"apron","maid",0.034,"0","0","6.4000000000000003E-3",14,7,"NULL","N","20","31","6.25","N","apron","maid",0.034,0,0,"NULL","6.25",7,31,20.533881,0.24997,2379,36,20,8,161,125,15,13
"argue","disagree","argue.disagree",5,19.75,3,9.95,0,NA,4051,1012.75,"VB",642.63,-0.58,0.97,"synonym","",0.02,0.432,10,0.6,706.71875,0.239014621517528,0.90625,765.933333333333,0.204718276557637,0.966666666666667,-36.3961693548387,0.172495129640001,0.061491935483871,-5.18333333333328,0.178662658350497,-0.0291666666666667,8,6.63,2.53,10.15,0,NA,12316,1759.43,"VB",695.56,-0.33,1,9,NA,NA,0,0,0,NA,NA,NA,NA,NA,"disagree","argue",0.561073,"argue","disagree",0.02,"0.432","3.2000000000000001E-2","6.6000000000000003E-2",10,29,"3.23","V","9","7","NULL","V","argue","disagree",0.02,0.432,0.032,"3.23","NULL",29,7,16.151958,0.529077,1183,25,27,9,166,268,33,32
"argument","disagreement","argument.disagreement",8,17,2.94,10.81,0,NA,12853,1836.14,"NN",613.85,-0.56,1,"synonym","",0.034,0.444,11,0.39,752.03125,0.475814866248058,1,797.806451612903,0.396498866485951,0.967741935483871,77.1300403225806,0.504742641422524,-0.032258064516129,41.2872983870968,0.416467611859092,0.032258064516129,12,1.53,1.9,8.04,0,NA,21902,1991.09,"NN",786.97,-0.14,0.97,3,"argument","disagreement",0.581248457879591,0.48216379884969,0.236276686236514,"0.312271673","2.099433","0.331431","0.034","0.444","argument","disagreement",0.634844,"argument","disagreement",0.034,"0.44400000000000001","0","0.14649999999999999",11,63,"3.8","N","8","11","NULL","N","argument","disagreement",0.034,0.444,0,"3.8","NULL",63,11,2.099433,0.331431,1184,41,19,6,167,50,11,5
"arms","hug","arms.hug",4,59.8,3.48,10.4,6,1,3745,1248.33,"NN|VB",589.11,-0.73,1,"functional property","",0.021,0.011,11,0.32,583.09375,-0.435677720930833,1,669.870967741935,-0.425705206441935,0.903225806451613,42.84375,0.171520433489612,0,108.862365591398,0.54374875500429,0.0967741935483871,3,19.33,2.99,8.24,15,4,607,303.5,"NN|VB",559.81,-0.75,0.94,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"arms","hug",0.623235,"arms","hug",0.021,"1.0999999999999999E-2","0","0",11,121,"NULL","N","13","3","5.34","V","arms","hug",0.021,0.011,0,"NULL","5.34",121,3,21.059282,0.302464,1989,91,29,11,172,311,32,16
"aroma","spaghetti","aroma.spaghetti",5,1.35,1.85,6.69,0,NA,8005,2001.25,"NN",656.31,-0.51,0.91,"unclassified","",0.014,0,10,0.14,775.78125,0.505743238063309,0.9375,795.84375,0.529367342444332,0.96875,-4.42641129032256,0.346158861774428,-0.00201612903225812,4.06534090909088,0.0882750063010445,0.000946969696969724,9,5.92,2.48,7.06,0,NA,11723,1465.38,"NN",772.06,-0.09,1,13,NA,NA,0,0,0,NA,NA,NA,NA,NA,"spaghetti","aroma",0.936068,"aroma","spaghetti",0.014,"0","0","2.2000000000000001E-3",10,3,"4.93","N","13","1","NULL","N","aroma","spaghetti",0.014,0,0,"4.93","NULL",3,1,25.40715,0.094767,3656,75,16,9,174,39,8,5
"around","world","around.world",6,736.73,4.57,12.5,2,0,10401,2080.2,"minor|RB",581.06,-0.63,1,"bpa","",0.042,0,16,0.32,613.46875,-0.234913606165915,1,765.354838709677,-0.147211611163834,1,-42.15625,-0.195880534931416,0,-126.354838709677,-0.0452165026460042,0,5,455.22,4.37,12.6,1,1,3704,926,"NN",570.82,-0.77,1,37,NA,NA,0,0,0,NA,NA,NA,NA,NA,"world","around",0.657359,"around","world",0.042,"0","0","0",16,561,"2.46","AD","12","787","5.29","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4393,21,9,6,175,11,16,5
"arrive","come","arrive.come",6,18.69,2.98,9.16,0,NA,9191,1838.2,"VB",582.59,-0.69,0.94,"unclassified","",0.073,0.048,12,0.37,609.387096774194,-0.286199730702129,1,643.967741935484,-0.217368794537564,0.870967741935484,77.9566532258065,0.405672693361212,0,-29.4677419354839,-0.0416998195032422,0.0665322580645161,4,3140.98,5.2,12.35,15,1,5431,1810.33,"VB|NN",630.12,-0.67,1,20,"arrive","come",0.462686567164179,0.462686567164179,0.859922908512766,"0.462686567","0","0.327333","0.073","0.048","come","arrive",0.599724,"arrive","come",0.073,"4.8000000000000001E-2","4.5999999999999999E-2","3.8999999999999998E-3",12,24,"NULL","V","13","630","3.51","V","arrive","come",0.073,0.048,0.046,"NULL","3.51",24,630,0,0.327333,840,256,22,22,177,246,25,25
"artist","draw","artist.draw",6,28.63,3.16,9.74,0,NA,15069,3013.8,"NN",615.18,-0.67,1,"functional property","",0.015,0.036,12,0.41,645.375,-0.00290287361914315,0.96875,606.8125,-0.383609226861952,1,-25.4395161290323,-0.33616820316201,0.03125,24.84375,0.192324729571434,-0.0625,4,40.41,3.31,10.19,5,0,3732,1244,"VB|NN",580.74,-0.64,0.94,21,"artist","draw",0.326140783905721,0.160043951628273,0,"0.286592103","11.625068","0.346749","0.015","0.036","draw","artist",0.736319,"artist","draw",0.015,"3.5999999999999997E-2","2.1999999999999999E-2","2.0400000000000001E-2",12,57,"5.65","N","15","56","4.32","V","artist","draw",0.015,0.036,0.022,"5.65","4.32",57,56,11.625068,0.346749,1256,228,30,30,183,61,24,6
"ascent","climb","ascent.climb",6,0.31,1.23,6.85,3,2,10795,2159,"NN",800.75,-0.08,0.82,"synonym","",0.103,0,14,0.35,699.78125,0.0341465516997685,1,603.193548387097,-0.283429491929951,0.967741935483871,24.5520833333334,0.0295146365464412,0,-28.2872983870968,-0.150127574330923,0.032258064516129,5,19.75,3,8.72,1,0,4643,1160.75,"VB|NN",569.83,-0.74,0.91,23,"climb","ascent",0.578863722760388,0.578346834846171,0,"0.530483287","NULL","NULL","NULL","NULL","climb","ascent",0.457055,"ascent","climb",0.103,"0","6.0000000000000001E-3","1.77E-2",14,1,"3.13","N","15","12","3.67","V","ascent","climb",0.103,0,0.006,"3.13","3.67",1,12,0,0.284969,785,36,11,5,186,235,23,23
"ashamed","guilt","ashamed.guilt",7,27.37,3.15,8.24,0,NA,11063,1843.83,"JJ",663.77,-0.47,0.91,"synonym","",0.034,0.035,13,0.2,764.612903225806,0.250530603412089,0.903225806451613,710.09375,-0.0117500323571432,0.96875,-72.4879032258065,-0.0353145316045588,0.0342741935483871,90.8739919354839,0.30088452974075,-0.0655241935483871,5,14.9,2.88,8.52,4,1,2616,654,"NN",607.85,-0.67,1,18,NA,NA,0,0,0,NA,NA,NA,NA,NA,"guilt","ashamed",0.664968,"ashamed","guilt",0.034,"3.5000000000000003E-2","1E-3","1.5E-3",13,16,"3.21","AJ","19","33","2.92","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816,6,15,5,188,3,12,5
"ashes","ashtray","ashes.ashtray",5,9.86,2.7,8.49,3,0,8985,2246.25,"NN",593.97,-0.55,0.94,"instrument","",0.017,0,12,0.12,794.59375,1.07721541880265,0.90625,857.75,0.715410150227759,0.84375,29.46875,0.0310760997673802,-0.25,-48.5,0.493035865037475,-0.125,7,3.25,2.22,5.54,0,NA,8304,1384,"NN",716.43,-0.23,0.94,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,"ashtray","ashes",0.720613,"ashes","ashtray",0.017,"0","0","8.6999999999999994E-2",12,6,"NULL","N","8","1","6.56","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,107,23,12,189,21,16,7
"asia","minor","asia.minor",4,5.29,2.43,9.54,1,0,4270,1423.33,"NN",563.41,-0.8,0.97,"fpa","",0.033,0,19,0.35,654.40625,0.0251567355609021,0.90625,685.212121212121,0.0130783905749223,0.96969696969697,88.4969758064516,0.0494703980360127,-0.0675403225806451,12.4848484848485,0.102890464264967,-0.0303030303030303,5,12.82,2.82,10.17,2,0,11820,2955,"JJ|NN",645.18,-0.63,1,8,NA,NA,0,0,0,NA,NA,NA,NA,NA,"minor","asia",0.743156,"asia","minor",0.033,"0","0","0",19,44,"NULL","N","13","58","3.49","N","asia","minor",0.033,0,0,"NULL","3.49",44,58,14.746435,0.344478,2496,41,24,12,191,12,14,6
"assistance","helper","assistance.helper",10,10.94,2.75,9.92,0,NA,19435,2159.44,"NN",664.67,-0.44,0.97,"functional property","",0.054,0,6,0.07,673.28125,0.0525843163225916,0.96875,640.322580645161,-0.136408327395307,0.903225806451613,48.6875,0.679842588853087,-0.09375,243.677419354839,0.539491491626357,0,6,2.02,2.02,7.62,1,1,11391,2278.2,"NN",620.27,-0.58,0.97,7,"assistance","helper",0.538659659082155,0.375679217625871,0.301840805224563,"NULL","13.814063","0.071359","0.054","0","helper","assistance",0.76522,"assistance","helper",0.054,"0","1E-3","8.6E-3",6,87,"NULL","N","17","6","4.82","N","assistance","helper",0.054,0,0.001,"NULL","4.82",87,6,13.814063,0.071359,1914,26,22,5,200,46,11,5
"asteroid","belt","asteroid.belt",8,1.69,1.94,7.47,0,NA,18913,2701.86,"JJ",784.03,-0.16,1,"fpa","",0.06,0,13,0.3,620.71875,-0.0653563432909854,0.96875,664.483870967742,-0.0050929048168562,0.935483870967742,-14.3316532258065,-0.123799881923293,-0.001008064516129,-8.01512096774195,-0.153119414145011,0.0332661290322581,4,24.35,3.09,9.29,12,4,2963,987.67,"NN",595.88,-0.8,1,14,NA,NA,0,0,0,NA,NA,NA,NA,NA,"belt","asteroid",0.691583,"asteroid","belt",0.06,"0","0","0",13,1,"NULL","N","11","29","5.98","N","asteroid","belt",0.06,0,0,"NULL","5.98",1,29,21.542439,0.355132,353,305,65,36,204,12,14,7
